x,y,reservoirThickness,shale1Thickness,aquifer1Thickness,shale2Thickness,aquifer2Thickness,shale3Thickness
0,34000,57.0,235.5,80.5,199.0,160.0,245.0
1000,34000,58.0,240.5,83.0,200.25,159.0,243.75
2000,34000,59.0,245.5,85.5,201.5,158.0,242.5
3000,34000,60.0,250.5,88.0,202.75,157.0,241.25
4000,34000,61.0,255.5,90.5,204.0,156.0,240.0
5000,34000,62.0,260.5,93.0,205.25,155.0,238.75
6000,34000,63.0,265.5,95.5,206.5,154.0,237.5
7000,34000,64.0,270.5,98.0,207.75,153.0,236.25
8000,34000,65.0,275.5,100.5,209.0,152.0,235.0
9000,34000,66.0,280.5,103.0,210.25,151.0,233.75
10000,34000,67.0,285.5,105.5,211.5,150.0,232.5
11000,34000,68.0,290.5,108.0,212.75,149.0,231.25
12000,34000,69.0,295.5,110.5,214.0,148.0,230.0
13000,34000,70.0,300.5,113.0,215.25,147.0,228.75
14000,34000,71.0,305.5,115.5,216.5,146.0,227.5
15000,34000,72.0,310.5,118.0,217.75,145.0,226.25
16000,34000,73.0,315.5,120.5,219.0,144.0,225.0
17000,34000,74.0,320.5,123.0,220.25,143.0,223.75
18000,34000,75.0,325.5,125.5,221.5,142.0,222.5
19000,34000,76.0,330.5,128.0,222.75,141.0,221.25
20000,34000,77.0,335.5,130.5,224.0,140.0,220.0
21000,34000,78.0,340.5,133.0,225.25,139.0,218.75
22000,34000,79.0,345.5,135.5,226.5,138.0,217.5
23000,34000,80.0,350.5,138.0,227.75,137.0,216.25
24000,34000,81.0,355.5,140.5,229.0,136.0,215.0
25000,34000,82.0,360.5,143.0,230.25,135.0,213.75
26000,34000,83.0,365.5,145.5,231.5,134.0,212.5
27000,34000,84.0,370.5,148.0,232.75,133.0,211.25
28000,34000,85.0,375.5,150.5,234.0,132.0,210.0
29000,34000,86.0,380.5,153.0,235.25,131.0,208.75
30000,34000,87.0,385.5,155.5,236.5,130.0,207.5
31000,34000,88.0,390.5,158.0,237.75,129.0,206.25
32000,34000,89.0,395.5,160.5,239.0,128.0,205.0
33000,34000,90.0,400.5,163.0,240.25,127.0,203.75
34000,34000,91.0,405.5,165.5,241.5,126.0,202.5
35000,34000,92.0,410.5,168.0,242.75,125.0,201.25
36000,34000,93.0,415.5,170.5,244.0,124.0,200.0
37000,34000,94.0,420.5,173.0,245.25,123.0,198.75
38000,34000,95.0,425.5,175.5,246.5,122.0,197.5
39000,34000,96.0,430.5,178.0,247.75,121.0,196.25
40000,34000,97.0,435.5,180.5,249.0,120.0,195.0
0,35000,57.5,236.25,81.25,200.0,157.5,240.0
1000,35000,58.5,241.25,83.75,201.25,156.5,238.75
2000,35000,59.5,246.25,86.25,202.5,155.5,237.5
3000,35000,60.5,251.25,88.75,203.75,154.5,236.25
4000,35000,61.5,256.25,91.25,205.0,153.5,235.0
5000,35000,62.5,261.25,93.75,206.25,152.5,233.75
6000,35000,63.5,266.25,96.25,207.5,151.5,232.5
7000,35000,64.5,271.25,98.75,208.75,150.5,231.25
8000,35000,65.5,276.25,101.25,210.0,149.5,230.0
9000,35000,66.5,281.25,103.75,211.25,148.5,228.75
10000,35000,67.5,286.25,106.25,212.5,147.5,227.5
11000,35000,68.5,291.25,108.75,213.75,146.5,226.25
12000,35000,69.5,296.25,111.25,215.0,145.5,225.0
13000,35000,70.5,301.25,113.75,216.25,144.5,223.75
14000,35000,71.5,306.25,116.25,217.5,143.5,222.5
15000,35000,72.5,311.25,118.75,218.75,142.5,221.25
16000,35000,73.5,316.25,121.25,220.0,141.5,220.0
17000,35000,74.5,321.25,123.75,221.25,140.5,218.75
18000,35000,75.5,326.25,126.25,222.5,139.5,217.5
19000,35000,76.5,331.25,128.75,223.75,138.5,216.25
20000,35000,77.5,336.25,131.25,225.0,137.5,215.0
21000,35000,78.5,341.25,133.75,226.25,136.5,213.75
22000,35000,79.5,346.25,136.25,227.5,135.5,212.5
23000,35000,80.5,351.25,138.75,228.75,134.5,211.25
24000,35000,81.5,356.25,141.25,230.0,133.5,210.0
25000,35000,82.5,361.25,143.75,231.25,132.5,208.75
26000,35000,83.5,366.25,146.25,232.5,131.5,207.5
27000,35000,84.5,371.25,148.75,233.75,130.5,206.25
28000,35000,85.5,376.25,151.25,235.0,129.5,205.0
29000,35000,86.5,381.25,153.75,236.25,128.5,203.75
30000,35000,87.5,386.25,156.25,237.5,127.5,202.5
31000,35000,88.5,391.25,158.75,238.75,126.5,201.25
32000,35000,89.5,396.25,161.25,240.0,125.5,200.0
33000,35000,90.5,401.25,163.75,241.25,124.5,198.75
34000,35000,91.5,406.25,166.25,242.5,123.5,197.5
35000,35000,92.5,411.25,168.75,243.75,122.5,196.25
36000,35000,93.5,416.25,171.25,245.0,121.5,195.0
37000,35000,94.5,421.25,173.75,246.25,120.5,193.75
38000,35000,95.5,426.25,176.25,247.5,119.5,192.5
39000,35000,96.5,431.25,178.75,248.75,118.5,191.25
40000,35000,97.5,436.25,181.25,250.0,117.5,190.0
0,36000,58.0,237.0,82.0,201.0,155.0,235.0
1000,36000,59.0,242.0,84.5,202.25,154.0,233.75
2000,36000,60.0,247.0,87.0,203.5,153.0,232.5
3000,36000,61.0,252.0,89.5,204.75,152.0,231.25
4000,36000,62.0,257.0,92.0,206.0,151.0,230.0
5000,36000,63.0,262.0,94.5,207.25,150.0,228.75
6000,36000,64.0,267.0,97.0,208.5,149.0,227.5
7000,36000,65.0,272.0,99.5,209.75,148.0,226.25
8000,36000,66.0,277.0,102.0,211.0,147.0,225.0
9000,36000,67.0,282.0,104.5,212.25,146.0,223.75
10000,36000,68.0,287.0,107.0,213.5,145.0,222.5
11000,36000,69.0,292.0,109.5,214.75,144.0,221.25
12000,36000,70.0,297.0,112.0,216.0,143.0,220.0
13000,36000,71.0,302.0,114.5,217.25,142.0,218.75
14000,36000,72.0,307.0,117.0,218.5,141.0,217.5
15000,36000,73.0,312.0,119.5,219.75,140.0,216.25
16000,36000,74.0,317.0,122.0,221.0,139.0,215.0
17000,36000,75.0,322.0,124.5,222.25,138.0,213.75
18000,36000,76.0,327.0,127.0,223.5,137.0,212.5
19000,36000,77.0,332.0,129.5,224.75,136.0,211.25
20000,36000,78.0,337.0,132.0,226.0,135.0,210.0
21000,36000,79.0,342.0,134.5,227.25,134.0,208.75
22000,36000,80.0,347.0,137.0,228.5,133.0,207.5
23000,36000,81.0,352.0,139.5,229.75,132.0,206.25
24000,36000,82.0,357.0,142.0,231.0,131.0,205.0
25000,36000,83.0,362.0,144.5,232.25,130.0,203.75
26000,36000,84.0,367.0,147.0,233.5,129.0,202.5
27000,36000,85.0,372.0,149.5,234.75,128.0,201.25
28000,36000,86.0,377.0,152.0,236.0,127.0,200.0
29000,36000,87.0,382.0,154.5,237.25,126.0,198.75
30000,36000,88.0,387.0,157.0,238.5,125.0,197.5
31000,36000,89.0,392.0,159.5,239.75,124.0,196.25
32000,36000,90.0,397.0,162.0,241.0,123.0,195.0
33000,36000,91.0,402.0,164.5,242.25,122.0,193.75
34000,36000,92.0,407.0,167.0,243.5,121.0,192.5
35000,36000,93.0,412.0,169.5,244.75,120.0,191.25
36000,36000,94.0,417.0,172.0,246.0,119.0,190.0
37000,36000,95.0,422.0,174.5,247.25,118.0,188.75
38000,36000,96.0,427.0,177.0,248.5,117.0,187.5
39000,36000,97.0,432.0,179.5,249.75,116.0,186.25
40000,36000,98.0,437.0,182.0,251.0,115.0,185.0
0,37000,58.5,237.75,82.75,202.0,152.5,230.0
1000,37000,59.5,242.75,85.25,203.25,151.5,228.75
2000,37000,60.5,247.75,87.75,204.5,150.5,227.5
3000,37000,61.5,252.75,90.25,205.75,149.5,226.25
4000,37000,62.5,257.75,92.75,207.0,148.5,225.0
5000,37000,63.5,262.75,95.25,208.25,147.5,223.75
6000,37000,64.5,267.75,97.75,209.5,146.5,222.5
7000,37000,65.5,272.75,100.25,210.75,145.5,221.25
8000,37000,66.5,277.75,102.75,212.0,144.5,220.0
9000,37000,67.5,282.75,105.25,213.25,143.5,218.75
10000,37000,68.5,287.75,107.75,214.5,142.5,217.5
11000,37000,69.5,292.75,110.25,215.75,141.5,216.25
12000,37000,70.5,297.75,112.75,217.0,140.5,215.0
13000,37000,71.5,302.75,115.25,218.25,139.5,213.75
14000,37000,72.5,307.75,117.75,219.5,138.5,212.5
15000,37000,73.5,312.75,120.25,220.75,137.5,211.25
16000,37000,74.5,317.75,122.75,222.0,136.5,210.0
17000,37000,75.5,322.75,125.25,223.25,135.5,208.75
18000,37000,76.5,327.75,127.75,224.5,134.5,207.5
19000,37000,77.5,332.75,130.25,225.75,133.5,206.25
20000,37000,78.5,337.75,132.75,227.0,132.5,205.0
21000,37000,79.5,342.75,135.25,228.25,131.5,203.75
22000,37000,80.5,347.75,137.75,229.5,130.5,202.5
23000,37000,81.5,352.75,140.25,230.75,129.5,201.25
24000,37000,82.5,357.75,142.75,232.0,128.5,200.0
25000,37000,83.5,362.75,145.25,233.25,127.5,198.75
26000,37000,84.5,367.75,147.75,234.5,126.5,197.5
27000,37000,85.5,372.75,150.25,235.75,125.5,196.25
28000,37000,86.5,377.75,152.75,237.0,124.5,195.0
29000,37000,87.5,382.75,155.25,238.25,123.5,193.75
30000,37000,88.5,387.75,157.75,239.5,122.5,192.5
31000,37000,89.5,392.75,160.25,240.75,121.5,191.25
32000,37000,90.5,397.75,162.75,242.0,120.5,190.0
33000,37000,91.5,402.75,165.25,243.25,119.5,188.75
34000,37000,92.5,407.75,167.75,244.5,118.5,187.5
35000,37000,93.5,412.75,170.25,245.75,117.5,186.25
36000,37000,94.5,417.75,172.75,247.0,116.5,185.0
37000,37000,95.5,422.75,175.25,248.25,115.5,183.75
38000,37000,96.5,427.75,177.75,249.5,114.5,182.5
39000,37000,97.5,432.75,180.25,250.75,113.5,181.25
40000,37000,98.5,437.75,182.75,252.0,112.5,180.0
0,38000,59.0,238.5,83.5,203.0,150.0,225.0
1000,38000,60.0,243.5,86.0,204.25,149.0,223.75
2000,38000,61.0,248.5,88.5,205.5,148.0,222.5
3000,38000,62.0,253.5,91.0,206.75,147.0,221.25
4000,38000,63.0,258.5,93.5,208.0,146.0,220.0
5000,38000,64.0,263.5,96.0,209.25,145.0,218.75
6000,38000,65.0,268.5,98.5,210.5,144.0,217.5
7000,38000,66.0,273.5,101.0,211.75,143.0,216.25
8000,38000,67.0,278.5,103.5,213.0,142.0,215.0
9000,38000,68.0,283.5,106.0,214.25,141.0,213.75
10000,38000,69.0,288.5,108.5,215.5,140.0,212.5
11000,38000,70.0,293.5,111.0,216.75,139.0,211.25
12000,38000,71.0,298.5,113.5,218.0,138.0,210.0
13000,38000,72.0,303.5,116.0,219.25,137.0,208.75
14000,38000,73.0,308.5,118.5,220.5,136.0,207.5
15000,38000,74.0,313.5,121.0,221.75,135.0,206.25
16000,38000,75.0,318.5,123.5,223.0,134.0,205.0
17000,38000,76.0,323.5,126.0,224.25,133.0,203.75
18000,38000,77.0,328.5,128.5,225.5,132.0,202.5
19000,38000,78.0,333.5,131.0,226.75,131.0,201.25
20000,38000,79.0,338.5,133.5,228.0,130.0,200.0
21000,38000,80.0,343.5,136.0,229.25,129.0,198.75
22000,38000,81.0,348.5,138.5,230.5,128.0,197.5
23000,38000,82.0,353.5,141.0,231.75,127.0,196.25
24000,38000,83.0,358.5,143.5,233.0,126.0,195.0
25000,38000,84.0,363.5,146.0,234.25,125.0,193.75
26000,38000,85.0,368.5,148.5,235.5,124.0,192.5
27000,38000,86.0,373.5,151.0,236.75,123.0,191.25
28000,38000,87.0,378.5,153.5,238.0,122.0,190.0
29000,38000,88.0,383.5,156.0,239.25,121.0,188.75
30000,38000,89.0,388.5,158.5,240.5,120.0,187.5
31000,38000,90.0,393.5,161.0,241.75,119.0,186.25
32000,38000,91.0,398.5,163.5,243.0,118.0,185.0
33000,38000,92.0,403.5,166.0,244.25,117.0,183.75
34000,38000,93.0,408.5,168.5,245.5,116.0,182.5
35000,38000,94.0,413.5,171.0,246.75,115.0,181.25
36000,38000,95.0,418.5,173.5,248.0,114.0,180.0
37000,38000,96.0,423.5,176.0,249.25,113.0,178.75
38000,38000,97.0,428.5,178.5,250.5,112.0,177.5
39000,38000,98.0,433.5,181.0,251.75,111.0,176.25
40000,38000,99.0,438.5,183.5,253.0,110.0,175.0
0,39000,59.5,239.25,84.25,204.0,147.5,220.0
1000,39000,60.5,244.25,86.75,205.25,146.5,218.75
2000,39000,61.5,249.25,89.25,206.5,145.5,217.5
3000,39000,62.5,254.25,91.75,207.75,144.5,216.25
4000,39000,63.5,259.25,94.25,209.0,143.5,215.0
5000,39000,64.5,264.25,96.75,210.25,142.5,213.75
6000,39000,65.5,269.25,99.25,211.5,141.5,212.5
7000,39000,66.5,274.25,101.75,212.75,140.5,211.25
8000,39000,67.5,279.25,104.25,214.0,139.5,210.0
9000,39000,68.5,284.25,106.75,215.25,138.5,208.75
10000,39000,69.5,289.25,109.25,216.5,137.5,207.5
11000,39000,70.5,294.25,111.75,217.75,136.5,206.25
12000,39000,71.5,299.25,114.25,219.0,135.5,205.0
13000,39000,72.5,304.25,116.75,220.25,134.5,203.75
14000,39000,73.5,309.25,119.25,221.5,133.5,202.5
15000,39000,74.5,314.25,121.75,222.75,132.5,201.25
16000,39000,75.5,319.25,124.25,224.0,131.5,200.0
17000,39000,76.5,324.25,126.75,225.25,130.5,198.75
18000,39000,77.5,329.25,129.25,226.5,129.5,197.5
19000,39000,78.5,334.25,131.75,227.75,128.5,196.25
20000,39000,79.5,339.25,134.25,229.0,127.5,195.0
21000,39000,80.5,344.25,136.75,230.25,126.5,193.75
22000,39000,81.5,349.25,139.25,231.5,125.5,192.5
23000,39000,82.5,354.25,141.75,232.75,124.5,191.25
24000,39000,83.5,359.25,144.25,234.0,123.5,190.0
25000,39000,84.5,364.25,146.75,235.25,122.5,188.75
26000,39000,85.5,369.25,149.25,236.5,121.5,187.5
27000,39000,86.5,374.25,151.75,237.75,120.5,186.25
28000,39000,87.5,379.25,154.25,239.0,119.5,185.0
29000,39000,88.5,384.25,156.75,240.25,118.5,183.75
30000,39000,89.5,389.25,159.25,241.5,117.5,182.5
31000,39000,90.5,394.25,161.75,242.75,116.5,181.25
32000,39000,91.5,399.25,164.25,244.0,115.5,180.0
33000,39000,92.5,404.25,166.75,245.25,114.5,178.75
34000,39000,93.5,409.25,169.25,246.5,113.5,177.5
35000,39000,94.5,414.25,171.75,247.75,112.5,176.25
36000,39000,95.5,419.25,174.25,249.0,111.5,175.0
37000,39000,96.5,424.25,176.75,250.25,110.5,173.75
38000,39000,97.5,429.25,179.25,251.5,109.5,172.5
39000,39000,98.5,434.25,181.75,252.75,108.5,171.25
40000,39000,99.5,439.25,184.25,254.0,107.5,170.0
0,40000,60.0,240.0,85.0,205.0,145.0,215.0
1000,40000,61.0,245.0,87.5,206.25,144.0,213.75
2000,40000,62.0,250.0,90.0,207.5,143.0,212.5
3000,40000,63.0,255.0,92.5,208.75,142.0,211.25
4000,40000,64.0,260.0,95.0,210.0,141.0,210.0
5000,40000,65.0,265.0,97.5,211.25,140.0,208.75
6000,40000,66.0,270.0,100.0,212.5,139.0,207.5
7000,40000,67.0,275.0,102.5,213.75,138.0,206.25
8000,40000,68.0,280.0,105.0,215.0,137.0,205.0
9000,40000,69.0,285.0,107.5,216.25,136.0,203.75
10000,40000,70.0,290.0,110.0,217.5,135.0,202.5
11000,40000,71.0,295.0,112.5,218.75,134.0,201.25
12000,40000,72.0,300.0,115.0,220.0,133.0,200.0
13000,40000,73.0,305.0,117.5,221.25,132.0,198.75
14000,40000,74.0,310.0,120.0,222.5,131.0,197.5
15000,40000,75.0,315.0,122.5,223.75,130.0,196.25
16000,40000,76.0,320.0,125.0,225.0,129.0,195.0
17000,40000,77.0,325.0,127.5,226.25,128.0,193.75
18000,40000,78.0,330.0,130.0,227.5,127.0,192.5
19000,40000,79.0,335.0,132.5,228.75,126.0,191.25
20000,40000,80.0,340.0,135.0,230.0,125.0,190.0
21000,40000,81.0,345.0,137.5,231.25,124.0,188.75
22000,40000,82.0,350.0,140.0,232.5,123.0,187.5
23000,40000,83.0,355.0,142.5,233.75,122.0,186.25
24000,40000,84.0,360.0,145.0,235.0,121.0,185.0
25000,40000,85.0,365.0,147.5,236.25,120.0,183.75
26000,40000,86.0,370.0,150.0,237.5,119.0,182.5
27000,40000,87.0,375.0,152.5,238.75,118.0,181.25
28000,40000,88.0,380.0,155.0,240.0,117.0,180.0
29000,40000,89.0,385.0,157.5,241.25,116.0,178.75
30000,40000,90.0,390.0,160.0,242.5,115.0,177.5
31000,40000,91.0,395.0,162.5,243.75,114.0,176.25
32000,40000,92.0,400.0,165.0,245.0,113.0,175.0
33000,40000,93.0,405.0,167.5,246.25,112.0,173.75
34000,40000,94.0,410.0,170.0,247.5,111.0,172.5
35000,40000,95.0,415.0,172.5,248.75,110.0,171.25
36000,40000,96.0,420.0,175.0,250.0,109.0,170.0
37000,40000,97.0,425.0,177.5,251.25,108.0,168.75
38000,40000,98.0,430.0,180.0,252.5,107.0,167.5
39000,40000,99.0,435.0,182.5,253.75,106.0,166.25
40000,40000,100.0,440.0,185.0,255.0,105.0,165.0
